,Feature,Pearson,Chi-2,RFE,Logistics,Random Forest,LightGBM,Total
435,home_team_name_FC Porto,False,False,False,False,False,False,0
436,home_team_name_FC Pinzgau Saalfelden,False,False,False,False,False,False,0
437,home_team_name_FC Pasching,False,False,False,False,False,False,0
438,home_team_name_FC Paris Saint-Germain,False,False,False,False,False,False,0
439,home_team_name_FC Mauerwerk,False,False,False,False,False,False,0
440,home_team_name_FC Marchfeld Mannsdorf,False,False,False,False,False,False,0
441,home_team_name_FC Lustenau,False,False,False,False,False,False,0
442,home_team_name_FC Liefering,False,False,False,False,False,False,0
443,home_team_name_FC Lendorf,False,False,False,False,False,False,0
444,home_team_name_FC Lankowitz,False,False,False,False,False,False,0
445,home_team_name_FC Langenegg,False,False,False,False,False,False,0
446,home_team_name_FC Kitzbühel,False,False,False,False,False,False,0
447,home_team_name_FC Karabakh Wien,False,False,False,False,False,False,0
448,home_team_name_FC Juniors OÖ,False,False,False,False,False,False,0
449,home_team_name_FC Höchst,False,False,False,False,False,False,0
450,home_team_name_FC Hard,False,False,False,False,False,False,0
451,home_team_name_FC Gratkorn,False,False,False,False,False,False,0
452,home_team_name_FC Gleisdorf 09,False,False,False,False,False,False,0
453,home_team_name_FC Dornbirn,False,False,False,False,False,False,0
454,home_team_name_FC Dila Gori,False,False,False,False,False,False,0
455,home_team_name_FC Brügge,False,False,False,False,False,False,0
456,home_team_name_FC Blau Weiß Linz,False,False,False,False,False,False,0
457,home_team_name_FC Basel 1893,False,False,False,False,False,False,0
458,home_team_name_FC Barnsley,False,False,False,False,False,False,0
459,home_team_name_FC Anif/Red Bull Juniors,False,False,False,False,False,False,0
460,home_team_name_FC Andelsbuch,False,False,False,False,False,False,0
461,home_team_name_FC Admira Wacker Mödling II,False,False,False,False,False,False,0
462,home_team_name_FC Admira Wacker Mödling,False,False,False,False,False,False,0
463,home_team_name_FAC Team für Wien,False,False,False,False,False,False,0
464,home_team_name_F91 Düdelingen,False,False,False,False,False,False,0
465,home_team_name_Esbjerg fB,False,False,False,False,False,False,0
466,home_team_name_Dynamo Kiew,False,False,False,False,False,False,0
467,home_team_name_Dynamo Brest,False,False,False,False,False,False,0
468,home_team_name_Dornbirner SV,False,False,False,False,False,False,0
469,home_team_name_Donawitzer SV Leoben,False,False,False,False,False,False,0
470,home_team_name_Dinamo Tiflis,False,False,False,False,False,False,0
471,home_team_name_Dinamo Minsk,False,False,False,False,False,False,0
472,home_team_name_Dinamo Bukarest,False,False,False,False,False,False,0
473,home_team_name_Chikhura Sachkhere,False,False,False,False,False,False,0
474,home_team_name_Celtic Glasgow,False,False,False,False,False,False,0
475,home_team_name_CD Nacional,False,False,False,False,False,False,0
476,home_team_name_Bröndby IF,False,False,False,False,False,False,0
477,home_team_name_Breidablik Kópavogur,False,False,False,False,False,False,0
478,home_team_name_Botev Plovdiv,False,False,False,False,False,False,0
479,home_team_name_Borussia Dortmund,False,False,False,False,False,False,0
480,home_team_name_Bohemian Football Club Dublin,False,False,False,False,False,False,0
481,home_team_name_Besiktas Istanbul,False,False,False,False,False,False,0
482,home_team_name_Belenenses SAD,False,False,False,False,False,False,0
483,home_team_name_Bayer 04 Leverkusen,False,False,False,False,False,False,0
484,home_team_name_BATE Borisov,False,False,False,False,False,False,0
485,home_team_name_Atlético Madrid,False,False,False,False,False,False,0
486,home_team_name_Athletic Bilbao,False,False,False,False,False,False,0
487,home_team_name_Astra Giurgiu,False,False,False,False,False,False,0
488,home_team_name_Aston Villa,False,False,False,False,False,False,0
489,home_team_name_Asteras Tripolis,False,False,False,False,False,False,0
490,home_team_name_Aris Thessaloniki,False,False,False,False,False,False,0
491,home_team_name_Apollon Limassol,False,False,False,False,False,False,0
492,home_team_name_Ajax Amsterdam,False,False,False,False,False,False,0
493,home_team_name_AZ Alkmaar,False,False,False,False,False,False,0
494,home_team_name_ATUS Ferlach,False,False,False,False,False,False,0
495,home_team_name_ATSV Wolfsberg,False,False,False,False,False,False,0
496,home_team_name_ATSV Ober-Grafendorf,False,False,False,False,False,False,0
497,home_team_name_ASV Zurndorf,False,False,False,False,False,False,0
498,home_team_name_ASV Siegendorf,False,False,False,False,False,False,0
499,home_team_name_ASV Draßburg,False,False,False,False,False,False,0
500,home_team_name_ASKÖ Stinatz,False,False,False,False,False,False,0
501,home_team_name_ASKÖ Oedt,False,False,False,False,False,False,0
502,home_team_name_ASKÖ Donau Linz,False,False,False,False,False,False,0
503,home_team_name_ASK-BSC Bruck/Leitha,False,False,False,False,False,False,0
504,home_team_name_ASK Voitsberg,False,False,False,False,False,False,0
505,home_team_name_ASK Elektra,False,False,False,False,False,False,0
506,home_team_name_ASK Ebreichsdorf,False,False,False,False,False,False,0
507,home_team_name_ASK Bad Vöslau,False,False,False,False,False,False,0
508,home_team_name_ASC Götzendorf,False,False,False,False,False,False,0
509,home_team_name_AS Trencin,False,False,False,False,False,False,0
510,home_team_name_AS Rom,False,False,False,False,False,False,0
511,home_team_name_APOP Kinyras Pegias,False,False,False,False,False,False,0
512,home_team_name_AEL Limassol,False,False,False,False,False,False,0
513,home_team_name_AEK Larnaka,False,False,False,False,False,False,0
514,home_team_name_AEK Athen,False,False,False,False,False,False,0
515,home_team_name_AC Sparta Prag,False,False,False,False,False,False,0
516,home_team_name_AC Mailand,False,False,False,False,False,False,0
517,home_team_name_1. Simmeringer SC,False,False,False,False,False,False,0
518,home_team_name_1. SC Sollenau,False,False,False,False,False,False,0
519,home_team_break_9,False,False,False,False,False,False,0
520,home_team_break_8,False,False,False,False,False,False,0
521,home_team_break_7,False,False,False,False,False,False,0
522,home_team_break_6,False,False,False,False,False,False,0
523,home_team_break_5,False,False,False,False,False,False,0
524,home_team_break_4,False,False,False,False,False,False,0
525,home_team_break_3,False,False,False,False,False,False,0
526,home_team_break_2,False,False,False,False,False,False,0
527,home_team_break_15,False,False,False,False,False,False,0
528,home_team_break_14,False,False,False,False,False,False,0
529,home_team_break_13,False,False,False,False,False,False,0
530,home_team_break_12,False,False,False,False,False,False,0
531,home_team_break_11,False,False,False,False,False,False,0
532,home_team_break_10,False,False,False,False,False,False,0
533,home_team_break_0,False,False,False,False,False,False,0
534,home_coach_Óscar García,False,False,False,False,False,False,0
535,home_coach_Zoran Barisic,False,False,False,False,False,False,0
536,home_coach_Wolfgang Luisser,False,False,False,False,False,False,0
537,home_coach_Wilhelm Wahlmüller,False,False,False,False,False,False,0
538,home_coach_Wilhelm Schuldes,False,False,False,False,False,False,0
539,home_coach_Werner Ofner,False,False,False,False,False,False,0
540,home_coach_Werner Gregoritsch,False,False,False,False,False,False,0
541,home_coach_Werner Grabherr,False,False,False,False,False,False,0
542,home_coach_Walter Schachner,False,False,False,False,False,False,0
543,home_coach_Walter Kogler,False,False,False,False,False,False,0
544,home_coach_Walter Knaller,False,False,False,False,False,False,0
545,home_coach_Walter Hörmann,False,False,False,False,False,False,0
546,home_coach_Valérien Ismaël,False,False,False,False,False,False,0
547,home_coach_Toni Polster,False,False,False,False,False,False,0
548,home_coach_Thorsten Fink,False,False,False,False,False,False,0
549,home_coach_Thomas von Heesen,False,False,False,False,False,False,0
550,home_coach_Thomas Weissenböck,False,False,False,False,False,False,0
551,home_coach_Thomas Silberberger,False,False,False,False,False,False,0
552,home_coach_Thomas Sageder,False,False,False,False,False,False,0
553,home_coach_Thomas Nentwich,False,False,False,False,False,False,0
554,home_coach_Thomas Letsch,False,False,False,False,False,False,0
555,home_coach_Thomas Kristl,False,False,False,False,False,False,0
556,home_coach_Thomas Grumser,False,False,False,False,False,False,0
557,home_coach_Thomas Flögel,False,False,False,False,False,False,0
558,home_coach_Thomas Eidler,False,False,False,False,False,False,0
559,home_coach_Stefan Rapp,False,False,False,False,False,False,0
560,home_coach_Slobodan Grubor,False,False,False,False,False,False,0
561,home_coach_Simon Knöbl,False,False,False,False,False,False,0
562,home_coach_Sargon Duran,False,False,False,False,False,False,0
563,home_coach_Ronald Brunmayr,False,False,False,False,False,False,0
564,home_coach_Roman Mählich,False,False,False,False,False,False,0
565,home_coach_Roger Schmidt,False,False,False,False,False,False,0
566,home_coach_Robert Pflug,False,False,False,False,False,False,0
567,home_coach_Robert Micheu,False,False,False,False,False,False,0
568,home_coach_Robert Ibertsberger,False,False,False,False,False,False,0
569,home_coach_Ricardo Moniz,False,False,False,False,False,False,0
570,home_coach_René Wagner,False,False,False,False,False,False,0
571,home_coach_Reiner Geyer,False,False,False,False,False,False,0
572,home_coach_Ranko Popovic,False,False,False,False,False,False,0
573,home_coach_Rainer Scharinger,False,False,False,False,False,False,0
574,home_coach_Peter Zeitlhofer,False,False,False,False,False,False,0
575,home_coach_Peter Stöger,False,False,False,False,False,False,0
576,home_coach_Peter Schöttel,False,False,False,False,False,False,0
577,home_coach_Peter Pacult,False,False,False,False,False,False,0
578,home_coach_Peter Hyballa,False,False,False,False,False,False,0
579,home_coach_Paul Steiner,False,False,False,False,False,False,0
580,home_coach_Paul Hafner,False,False,False,False,False,False,0
581,home_coach_Paul Gludovatz,False,False,False,False,False,False,0
582,home_coach_Patrick de Wilde,False,False,False,False,False,False,0
583,home_coach_Oliver Oberhammer,False,False,False,False,False,False,0
584,home_coach_Oliver Lederer,False,False,False,False,False,False,0
585,home_coach_Oliver Glasner,False,False,False,False,False,False,0
586,home_coach_Niko Kovac,False,False,False,False,False,False,0
587,home_coach_Nestor El Maestro,False,False,False,False,False,False,0
588,home_coach_Nenad Bjelica,False,False,False,False,False,False,0
589,home_coach_Mladen Posavec,False,False,False,False,False,False,0
590,home_coach_Miroslav Polak,False,False,False,False,False,False,0
591,home_coach_Mike Büskens,False,False,False,False,False,False,0
592,home_coach_Michael Streiter,False,False,False,False,False,False,0
593,home_coach_Michael Steiner,False,False,False,False,False,False,0
594,home_coach_Michael Kopf,False,False,False,False,False,False,0
595,home_coach_Michael Fuchs †,False,False,False,False,False,False,0
596,home_coach_Michael Baur,False,False,False,False,False,False,0
597,home_coach_Michael Angerschmid,False,False,False,False,False,False,0
598,home_coach_Max Babler,False,False,False,False,False,False,0
599,home_coach_Maurizio Jacobacci,False,False,False,False,False,False,0
600,home_coach_Matthias Hamann,False,False,False,False,False,False,0
601,home_coach_Masanori Hamayoshi,False,False,False,False,False,False,0
602,home_coach_Martin Scherb,False,False,False,False,False,False,0
603,home_coach_Martin Hiden,False,False,False,False,False,False,0
604,home_coach_Markus Schopp,False,False,False,False,False,False,0
605,home_coach_Markus Mader,False,False,False,False,False,False,0
606,home_coach_Markus Karner,False,False,False,False,False,False,0
607,home_coach_Mario Posch,False,False,False,False,False,False,0
608,home_coach_Mario Handl,False,False,False,False,False,False,0
609,home_coach_Marco Rose,False,False,False,False,False,False,0
610,home_coach_Marcel Ketelaer,False,False,False,False,False,False,0
611,home_coach_Manfred Bender,False,False,False,False,False,False,0
612,home_coach_Lassaad Chabbi,False,False,False,False,False,False,0
613,home_coach_Kurt Russ,False,False,False,False,False,False,0
614,home_coach_Kurt Jusits,False,False,False,False,False,False,0
615,home_coach_Kurt Garger,False,False,False,False,False,False,0
616,home_coach_Klaus Schmidt,False,False,False,False,False,False,0
617,home_coach_Karl-Heinz Kubesch,False,False,False,False,False,False,0
618,home_coach_Karl Daxbacher,False,False,False,False,False,False,0
619,home_coach_Jürgen Halper,False,False,False,False,False,False,0
620,home_coach_Jörn Andersen,False,False,False,False,False,False,0
621,home_coach_Joze Prelogar,False,False,False,False,False,False,0
622,home_coach_Johann Kleer,False,False,False,False,False,False,0
623,home_coach_Johann Dihanich,False,False,False,False,False,False,0
624,home_coach_Jochen Fallmann,False,False,False,False,False,False,0
625,home_coach_Jesse Marsch,False,False,False,False,False,False,0
626,home_coach_Janusz Góra,False,False,False,False,False,False,0
627,home_coach_Ivica Vastic,False,False,False,False,False,False,0
628,home_coach_Huub Stevens,False,False,False,False,False,False,0
629,home_coach_Herbert Gager,False,False,False,False,False,False,0
630,home_coach_Helmut Kraft,False,False,False,False,False,False,0
631,home_coach_Helgi Kolvidsson,False,False,False,False,False,False,0
632,home_coach_Heinz Fuchsbichler,False,False,False,False,False,False,0
633,home_coach_Heimo Pfeifenberger,False,False,False,False,False,False,0
634,home_coach_Heiko Vogel,False,False,False,False,False,False,0
635,home_coach_Harald Suchard,False,False,False,False,False,False,0
636,home_coach_Hans Kogler,False,False,False,False,False,False,0
637,home_coach_Günther Neukirchner,False,False,False,False,False,False,0
638,home_coach_Günther Gorenzel-Simonitsch,False,False,False,False,False,False,0
639,home_coach_Günter Kreissl,False,False,False,False,False,False,0
640,home_coach_Goran Djuricin,False,False,False,False,False,False,0
641,home_coach_Gernot Plassnegger,False,False,False,False,False,False,0
642,home_coach_Gerhard Struber,False,False,False,False,False,False,0
643,home_coach_Gerhard Schweitzer,False,False,False,False,False,False,0
644,home_coach_Gerhard Fellner,False,False,False,False,False,False,0
645,home_coach_Gerald Scheiblehner,False,False,False,False,False,False,0
646,home_coach_Gerald Perzy,False,False,False,False,False,False,0
647,home_coach_Gerald Baumgartner,False,False,False,False,False,False,0
648,home_coach_Georg Zellhofer,False,False,False,False,False,False,0
649,home_coach_Fuad Djulic,False,False,False,False,False,False,0
650,home_coach_Frenkie Schinkels,False,False,False,False,False,False,0
651,home_coach_Franz Schiemer,False,False,False,False,False,False,0
652,home_coach_Franz Ponweiser,False,False,False,False,False,False,0
653,home_coach_Franz Polanz,False,False,False,False,False,False,0
654,home_coach_Franz Maresch,False,False,False,False,False,False,0
655,home_coach_Franz Lederer,False,False,False,False,False,False,0
656,home_coach_Franco Foda,False,False,False,False,False,False,0
657,home_coach_Florian Schwarz,False,False,False,False,False,False,0
658,home_coach_Florian Klausner,False,False,False,False,False,False,0
659,home_coach_Ferdinand Feldhofer,False,False,False,False,False,False,0
660,home_coach_Ernő Doma,False,False,False,False,False,False,0
661,home_coach_Ernst Baumeister,False,False,False,False,False,False,0
662,home_coach_Edmund Stöhr,False,False,False,False,False,False,0
663,home_coach_Edgar Spath,False,False,False,False,False,False,0
664,home_coach_Dominik Glawogger,False,False,False,False,False,False,0
665,home_coach_Dietmar Kühbauer,False,False,False,False,False,False,0
666,home_coach_David Wimleitner,False,False,False,False,False,False,0
667,home_coach_David Preiß,False,False,False,False,False,False,0
668,home_coach_Darko Milanic,False,False,False,False,False,False,0
669,home_coach_Daniel Stendel,False,False,False,False,False,False,0
670,home_coach_Daniel Madlener,False,False,False,False,False,False,0
671,home_coach_Daniel Ernemann,False,False,False,False,False,False,0
672,home_coach_Damir Canadi,False,False,False,False,False,False,0
673,home_coach_Damir Buric,False,False,False,False,False,False,0
674,home_coach_Christoph Westerthaler,False,False,False,False,False,False,0
675,home_coach_Christoph Glatzer,False,False,False,False,False,False,0
676,home_coach_Christian Benbennek,False,False,False,False,False,False,0
677,home_coach_Carsten Jancker,False,False,False,False,False,False,0
678,home_coach_Bruno Friesenbichler,False,False,False,False,False,False,0
679,home_coach_Bo Svensson,False,False,False,False,False,False,0
680,home_coach_Armand Benneker,False,False,False,False,False,False,0
681,home_coach_Andreas Wieland,False,False,False,False,False,False,0
682,home_coach_Andreas Schrott,False,False,False,False,False,False,0
683,home_coach_Andreas Ogris,False,False,False,False,False,False,0
684,home_coach_Andreas Moriggl,False,False,False,False,False,False,0
685,home_coach_Andreas Lipa,False,False,False,False,False,False,0
686,home_coach_Andreas Heraf,False,False,False,False,False,False,0
687,home_coach_Alfred Tatar,False,False,False,False,False,False,0
688,home_coach_Alfred Olzinger,False,False,False,False,False,False,0
689,home_coach_Alexander Schmidt,False,False,False,False,False,False,0
690,home_coach_Alex Pastoor,False,False,False,False,False,False,0
691,home_coach_Ales Ceh,False,False,False,False,False,False,0
692,home_coach_Adnan Kaltak,False,False,False,False,False,False,0
693,home_coach_Adi Hütter,False,False,False,False,False,False,0
694,home_coach_Adam Kensy,False,False,False,False,False,False,0
695,home_coach_Abdulah Ibrakovic,False,False,False,False,False,False,0
696,homeTotalGoalsShoot_90,False,False,False,False,False,False,0
697,homeTotalGoalsShoot_70,False,False,False,False,False,False,0
698,homeTotalGoalsReceived_90,False,False,False,False,False,False,0
699,homeTotalGoalsReceived_70,False,False,False,False,False,False,0
700,homeTotalGoalsReceived_50,False,False,False,False,False,False,0
701,homeTotalGoalsReceived_30,False,False,False,False,False,False,0
702,homeTotalGoalsReceived_10,False,False,False,False,False,False,0
703,homeTotalGoalDiff_90,False,False,False,False,False,False,0
704,homeTeamGoalsShootAway_90,False,False,False,False,False,False,0
705,homeTeamGoalsShootAway_70,False,False,False,False,False,False,0
706,homeTeamGoalsShootAway_50,False,False,False,False,False,False,0
707,homeTeamGoalsShootAtHome_90,False,False,False,False,False,False,0
708,homeTeamGoalsShootAtHome_70,False,False,False,False,False,False,0
709,homeTeamGoalsShootAtHome_50,False,False,False,False,False,False,0
710,homeTeamGoalsReceivedAway_70,False,False,False,False,False,False,0
711,homeTeamGoalsReceivedAway_50,False,False,False,False,False,False,0
712,homeTeamGoalsReceivedAway_30,False,False,False,False,False,False,0
713,homeTeamGoalsReceivedAtHome_90,False,False,False,False,False,False,0
714,homeTeamGoalsReceivedAtHome_70,False,False,False,False,False,False,0
715,homeTeamGoalsReceivedAtHome_50,False,False,False,False,False,False,0
716,homeTeamGoalsReceivedAtHome_30,False,False,False,False,False,False,0
717,homeTeamGoalsReceivedAtHome_10,False,False,False,False,False,False,0
718,homeTeamGoalsDiffAway_50,False,False,False,False,False,False,0
719,homeTeamGoalsDiffAway_30,False,False,False,False,False,False,0
720,homeTeamGoalsDiffAway_10,False,False,False,False,False,False,0
721,homeTeamGoalsDiffAway,False,False,False,False,False,False,0
722,hoamAvgPoints_90,False,False,False,False,False,False,0
723,guest_team_name_Zenit St. Petersburg,False,False,False,False,False,False,0
724,guest_team_name_Zalgiris Vilnius,False,False,False,False,False,False,0
725,guest_team_name_ZSKA Sofia,False,False,False,False,False,False,0
726,guest_team_name_Young Violets Austria Wien,False,False,False,False,False,False,0
727,guest_team_name_Wolfsberger AC II,False,False,False,False,False,False,0
728,guest_team_name_Wolfsberger AC,False,False,False,False,False,False,0
729,guest_team_name_Wiener Sportklub,False,False,False,False,False,False,0
730,guest_team_name_WSG Tirol,False,False,False,False,False,False,0
731,guest_team_name_WAC - St. Andrä,False,False,False,False,False,False,0
732,guest_team_name_Vitória Guimarães SC,False,False,False,False,False,False,0
733,guest_team_name_Villacher SV,False,False,False,False,False,False,0
734,guest_team_name_Videoton FC,False,False,False,False,False,False,0
735,guest_team_name_Union Vöcklamarkt,False,False,False,False,False,False,0
736,guest_team_name_Union St. Florian,False,False,False,False,False,False,0
737,guest_team_name_Union Innsbruck,False,False,False,False,False,False,0
738,guest_team_name_USK Anif/Red Bull Juniors,False,False,False,False,False,False,0
739,guest_team_name_USK Anif,False,False,False,False,False,False,0
740,guest_team_name_USC Eugendorf,False,False,False,False,False,False,0
741,guest_team_name_US Sassuolo,False,False,False,False,False,False,0
742,guest_team_name_Torpedo-BelAZ Zhodino,False,False,False,False,False,False,0
743,guest_team_name_TSV St. Johann,False,False,False,False,False,False,0
744,guest_team_name_TSV Neumarkt,False,False,False,False,False,False,0
745,guest_team_name_TSV Hartberg,False,False,False,False,False,False,0
746,guest_team_name_TSG 1899 Hoffenheim,False,False,False,False,False,False,0
747,guest_team_name_Suduva Marijampole,False,False,False,False,False,False,0
748,guest_team_name_Standard Lüttich,False,False,False,False,False,False,0
749,guest_team_name_Spartak Trnava,False,False,False,False,False,False,0
750,guest_team_name_Spartak Myjava,False,False,False,False,False,False,0
751,guest_team_name_Spartak Moskau,False,False,False,False,False,False,0
752,guest_team_name_Slovan Bratislava,False,False,False,False,False,False,0
753,guest_team_name_Shkendija Tetovo,False,False,False,False,False,False,0
754,guest_team_name_Shakhtjor Soligorsk,False,False,False,False,False,False,0
755,guest_team_name_Shakhtar Donetsk,False,False,False,False,False,False,0
756,guest_team_name_SVG Reichenau,False,False,False,False,False,False,0
757,guest_team_name_SV Wimpassing,False,False,False,False,False,False,0
758,guest_team_name_SV Werder Bremen,False,False,False,False,False,False,0
759,guest_team_name_SV Wals-Grünau,False,False,False,False,False,False,0
760,guest_team_name_SV Wallern,False,False,False,False,False,False,0
761,guest_team_name_SV Stegersbach,False,False,False,False,False,False,0
762,guest_team_name_SV St. Margarethen,False,False,False,False,False,False,0
763,guest_team_name_SV Spittal,False,False,False,False,False,False,0
764,guest_team_name_SV Seekirchen,False,False,False,False,False,False,0
765,guest_team_name_SV Schwechat,False,False,False,False,False,False,0
766,guest_team_name_SV Ried,False,False,False,False,False,False,0
767,guest_team_name_SV Oberwart,False,False,False,False,False,False,0
768,guest_team_name_SV Neuberg,False,False,False,False,False,False,0
769,guest_team_name_SV Mattersburg II,False,False,False,False,False,False,0
770,guest_team_name_SV Mattersburg,False,False,False,False,False,False,0
771,guest_team_name_SV Lafnitz,False,False,False,False,False,False,0
772,guest_team_name_SV Kapfenberg II,False,False,False,False,False,False,0
773,guest_team_name_SV Kapfenberg,False,False,False,False,False,False,0
774,guest_team_name_SV Horn,False,False,False,False,False,False,0
775,guest_team_name_SV Hall,False,False,False,False,False,False,0
776,guest_team_name_SV Grödig,False,False,False,False,False,False,0
777,guest_team_name_SV Gleinstätten,False,False,False,False,False,False,0
778,guest_team_name_SV Feldkirchen,False,False,False,False,False,False,0
779,guest_team_name_SV Austria Salzburg,False,False,False,False,False,False,0
780,guest_team_name_SV Allerheiligen,False,False,False,False,False,False,0
781,guest_team_name_SSC Neapel,False,False,False,False,False,False,0
782,guest_team_name_SKU Amstetten,False,False,False,False,False,False,0
783,guest_team_name_SKN St. Pölten,False,False,False,False,False,False,0
784,guest_team_name_SK Vorwärts Steyr,False,False,False,False,False,False,0
785,guest_team_name_SK Sturm Graz II,False,False,False,False,False,False,0
786,guest_team_name_SK Rapid Wien II,False,False,False,False,False,False,0
787,guest_team_name_SK Rapid Wien,False,False,False,False,False,False,0
788,guest_team_name_SK Austria Kärnten,False,False,False,False,False,False,0
789,guest_team_name_SK Austria Klagenfurt,False,False,False,False,False,False,0
790,guest_team_name_SC/ESV Parndorf,False,False,False,False,False,False,0
791,guest_team_name_SC Wiener Viktoria,False,False,False,False,False,False,0
792,guest_team_name_SC Wiener Neustadt,False,False,False,False,False,False,0
793,guest_team_name_SC Weiz,False,False,False,False,False,False,0
794,guest_team_name_SC Schwaz,False,False,False,False,False,False,0
795,guest_team_name_SC Ritzing,False,False,False,False,False,False,0
796,guest_team_name_SC Rheindorf Altach Juniors,False,False,False,False,False,False,0
797,guest_team_name_SC Rheindorf Altach,False,False,False,False,False,False,0
798,guest_team_name_SC Retz,False,False,False,False,False,False,0
799,guest_team_name_SC Neusiedl/See,False,False,False,False,False,False,0
800,guest_team_name_SC Kalsdorf,False,False,False,False,False,False,0
801,guest_team_name_SC Bregenz,False,False,False,False,False,False,0
802,guest_team_name_SAK Klagenfurt,False,False,False,False,False,False,0
803,guest_team_name_Rudar Pljevlja,False,False,False,False,False,False,0
804,guest_team_name_Ruch Chorzow,False,False,False,False,False,False,0
805,guest_team_name_Rubin Kazan,False,False,False,False,False,False,0
806,guest_team_name_Roter Stern Belgrad,False,False,False,False,False,False,0
807,guest_team_name_Rosenborg BK,False,False,False,False,False,False,0
808,guest_team_name_Red Bull Juniors Salzburg,False,False,False,False,False,False,0
809,guest_team_name_Real Sociedad San Sebastián,False,False,False,False,False,False,0
810,guest_team_name_RasenBallsport Leipzig,False,False,False,False,False,False,0
811,guest_team_name_RSC Anderlecht,False,False,False,False,False,False,0
812,guest_team_name_Qarabağ Ağdam,False,False,False,False,False,False,0
813,guest_team_name_Panathinaikos Athen,False,False,False,False,False,False,0
814,guest_team_name_PSV Eindhoven,False,False,False,False,False,False,0
815,guest_team_name_PFC Beroe Stara Zagora,False,False,False,False,False,False,0
816,guest_team_name_PAOK Thessaloniki,False,False,False,False,False,False,0
817,guest_team_name_Omonia Nikosia,False,False,False,False,False,False,0
818,guest_team_name_Olympique Marseille,False,False,False,False,False,False,0
819,guest_team_name_OGC Nizza,False,False,False,False,False,False,0
820,guest_team_name_OFK Petrovac,False,False,False,False,False,False,0
821,guest_team_name_NK Siroki Brijeg,False,False,False,False,False,False,0
822,guest_team_name_NK Osijek,False,False,False,False,False,False,0
823,guest_team_name_NK Olimpija Ljubljana,False,False,False,False,False,False,0
824,guest_team_name_Mladost Podgorica,False,False,False,False,False,False,0
825,guest_team_name_Metalurh Donetsk,False,False,False,False,False,False,0
826,guest_team_name_Metalist Kharkiv,False,False,False,False,False,False,0
827,guest_team_name_Manchester City,False,False,False,False,False,False,0
828,guest_team_name_Malmö FF,False,False,False,False,False,False,0
829,guest_team_name_Maccabi Tel Aviv,False,False,False,False,False,False,0
830,guest_team_name_Maccabi Haifa,False,False,False,False,False,False,0
831,guest_team_name_Lokomotiv Moskau,False,False,False,False,False,False,0
832,guest_team_name_Lillestrøm SK,False,False,False,False,False,False,0
833,guest_team_name_Liepajas Metalurgs,False,False,False,False,False,False,0
834,guest_team_name_Levski Sofia,False,False,False,False,False,False,0
835,guest_team_name_Legia Warschau,False,False,False,False,False,False,0
836,guest_team_name_Lech Posen,False,False,False,False,False,False,0
837,guest_team_name_Lazio Rom,False,False,False,False,False,False,0
838,guest_team_name_LASK Linz II,False,False,False,False,False,False,0
839,guest_team_name_LASK,False,False,False,False,False,False,0
840,guest_team_name_Konyaspor,False,False,False,False,False,False,0
841,guest_team_name_Kapaz PFK,False,False,False,False,False,False,0
842,guest_team_name_KRC Genk,False,False,False,False,False,False,0
